image,object_name,range,azimuth,elevation,mean_intensity,intensity_std,min_intensity,max_intensity,edge_density,edge_strength
01057.bmp,square cage,10.0029,120.0,20.0,194.56253529079615,70.37868379570384,0,251,0.37450592885375494,135.38371654730494
01058.bmp,tyre,10.0029,120.0,20.0,183.3508152173913,75.48531403660573,0,235,0.45815217391304347,142.36832740213524
01058.bmp,ball,10.0029,120.0,20.0,195.75701510946655,65.74253064389082,0,249,0.3620104841196423,129.660136286201
01058.bmp,square cage,10.0029,120.0,20.0,201.37663096397273,62.639739938904356,0,250,0.30691333982473223,132.20939086294416
01059.bmp,tyre,15.0003,120.0,20.0,190.00627833972794,74.87217076924709,0,252,0.40809208231600974,144.74487179487178
01059.bmp,ball,15.0003,120.0,20.0,176.92232789855072,84.90558796337832,0,248,0.49116847826086957,154.48363301060397
01059.bmp,square cage,15.0003,120.0,20.0,187.4140625,79.04181237722557,0,250,0.42221467391304346,146.2079646017699
01060.bmp,tyre,10.0029,120.0,20.0,178.45155993431857,79.8329415509657,0,239,0.5018472906403941,148.62208588957054
01060.bmp,ball,10.0029,120.0,20.0,202.48,59.91460256064459,0,250,0.28535714285714286,141.51314142678348
01060.bmp,square cage,10.0029,120.0,20.0,199.15856777493607,65.13437946453517,0,252,0.3213981244671782,140.657824933687
01061.bmp,ball,10.0029,120.0,20.0,195.74823252160252,68.26152753791294,0,252,0.3389630793401414,140.44611819235226
01061.bmp,square cage,10.0029,120.0,20.0,200.71174242424243,63.66916632800646,0,251,0.3077651515151515,130.07384615384615
01062.bmp,ball,10.0029,120.0,20.0,200.12217194570135,60.2942833895605,0,246,0.3114630467571644,134.37409200968523
01062.bmp,square cage,10.0029,120.0,20.0,200.25798525798527,62.34275939748632,0,250,0.320989820989821,133.42810278840898
01063.bmp,ball,10.0029,120.0,20.0,194.50174927113702,67.84807563374544,0,252,0.38104956268221574,137.2486610558531
01063.bmp,square cage,10.0029,120.0,20.0,201.41518987341772,60.51332437980575,0,250,0.31518987341772153,132.70983935742973
01064.bmp,ball,10.0029,120.0,20.0,206.38384845463608,54.014115233073376,0,248,0.23629112662013957,132.78270042194092
01064.bmp,square cage,10.0029,120.0,20.0,200.08962185573878,64.4676553884036,0,250,0.3333333333333333,131.56021989005498
01065.bmp,ball,10.0029,120.0,20.0,201.1987087517934,61.334717757155246,0,248,0.29088952654232425,140.45129469790382
01065.bmp,square cage,10.0029,120.0,20.0,199.00979240109675,64.23926996317344,0,249,0.34939287113200157,133.2707399103139
01065.bmp,tyre,10.0029,120.0,20.0,180.13060200668897,80.06016863571251,0,243,0.4745819397993311,147.14305849189572
01066.bmp,ball,10.0029,120.0,20.0,197.50540216086435,65.05458254660049,0,248,0.37184873949579833,138.30750605326875
01066.bmp,square cage,10.0029,120.0,20.0,204.38798735511065,58.845988043407836,0,249,0.28682824025289777,132.48126377663482
01066.bmp,tyre,10.0029,120.0,20.0,183.25008707767327,77.63555338402341,0,241,0.45297805642633227,146.60169165705497
01067.bmp,ball,10.0029,120.0,20.0,195.32251082251082,68.11997542354538,0,249,0.34477427334570193,144.02152466367713
01067.bmp,square cage,10.0029,120.0,20.0,204.3861167002012,58.92719656816162,0,250,0.28792756539235415,134.4346610761705
01068.bmp,ball,10.0029,120.0,20.0,197.67985074626867,64.65904062314938,0,251,0.32164179104477614,140.03712296983758
01068.bmp,square cage,10.0029,120.0,20.0,205.04293915040185,56.403212508314326,0,248,0.2746268656716418,133.05602006688963
01069.bmp,ball,10.0029,120.0,20.0,195.14084084084084,66.87650971189315,0,249,0.34774774774774775,135.39378238341968
01069.bmp,square cage,10.0029,120.0,20.0,202.23696585565324,59.3376346669652,0,250,0.31425066448579025,133.4131424853611
01069.bmp,tyre,10.0029,120.0,20.0,172.17732366512854,83.30904730684071,0,235,0.5351021753460777,146.14290113951338
01070.bmp,tyre,15.0003,120.0,20.0,186.88702779757662,78.09118705270149,0,249,0.430327868852459,144.1105590062112
01070.bmp,ball,15.0003,120.0,20.0,186.94810659186535,78.90480840275279,0,246,0.4324450677886863,149.9189189189189
01070.bmp,square cage,15.0003,120.0,20.0,193.66363636363636,72.87883254581885,0,250,0.36787878787878786,145.2267984623833
01071.bmp,tyre,15.0003,120.0,20.0,182.90592334494772,80.12046591845707,0,253,0.467595818815331,143.78129657228018
01071.bmp,ball,15.0003,120.0,20.0,180.01506024096386,82.75419992069553,0,249,0.4825301204819277,152.3183520599251
01071.bmp,square cage,15.0003,120.0,20.0,193.7747549019608,73.36815572474022,0,251,0.37720588235294117,142.685510071475
01072.bmp,tyre,13.9976,120.0,20.0,192.74190199335547,73.26314213199922,0,252,0.39348006644518274,144.29023746701847
01072.bmp,ball,13.9976,120.0,20.0,192.83219178082192,71.43489919961254,0,251,0.3900304414003044,146.28682926829268
01072.bmp,square cage,13.9976,120.0,20.0,198.55003706449222,68.69540713595853,0,250,0.3335804299481097,141.22518518518518
01073.bmp,tyre,11.5029,120.0,20.0,202.50093703148426,58.82924493049343,0,253,0.3075337331334333,128.06703229737965
01073.bmp,ball,11.5029,120.0,20.0,200.96199095022624,61.004505460939974,0,246,0.3031674208144796,141.28358208955223
01073.bmp,square cage,11.5029,120.0,20.0,199.3907469342252,65.17631984090512,0,250,0.33630620587142324,139.49944751381216
01074.bmp,tyre,10.0029,120.0,20.0,213.54421296296297,44.33374988140795,0,253,0.1900462962962963,120.55298416565165
01074.bmp,ball,10.0029,120.0,20.0,194.98006379585328,69.40347043059822,0,248,0.3484848484848485,139.41075514874143
01074.bmp,square cage,10.0029,120.0,20.0,207.8019776876268,54.94747709855712,0,249,0.26242393509127787,129.424154589372
01075.bmp,ball,10.0029,120.0,20.0,191.17424242424244,68.87831019894564,0,243,0.38636363636363635,144.62745098039215
01075.bmp,ball,10.0029,120.0,20.0,197.00952270351877,62.32844923963015,0,244,0.3411914992451516,133.83458134785567
01076.bmp,ball,10.0029,120.0,20.0,198.31710526315788,62.939499399049524,0,242,0.2982456140350877,138.67205882352943
01076.bmp,square cage,10.0029,120.0,20.0,198.34230529595015,62.15728084695193,0,242,0.33794392523364486,130.43584070796462
01077.bmp,ball,10.0029,120.0,20.0,189.33283950617283,71.95415435521595,0,246,0.4108641975308642,138.86658653846155
01077.bmp,tyre,10.0029,120.0,20.0,204.92981818181818,57.25077674712161,0,251,0.2738181818181818,130.8804780876494
01077.bmp,square cage,10.0029,120.0,20.0,202.7308746048472,60.40849933373206,0,246,0.2891464699683878,132.60131195335276
01078.bmp,ball,10.0029,120.0,20.0,193.3062678062678,68.30180795016786,0,245,0.36538461538461536,140.54775828460038
01078.bmp,tyre,10.0029,120.0,20.0,205.76015965166908,55.40127552699534,0,252,0.26850507982583455,129.4
01078.bmp,square cage,10.0029,120.0,20.0,200.5409982174688,64.53681889389155,0,247,0.30124777183600715,140.54289940828403
01079.bmp,ball,10.0029,120.0,20.0,193.27412280701753,68.47247389461022,0,244,0.3667763157894737,148.6457399103139
01079.bmp,tyre,10.0029,120.0,20.0,205.93478260869566,56.04915157836561,0,255,0.24767080745341616,137.40438871473353
01079.bmp,square cage,10.0029,120.0,20.0,204.9558823529412,58.3195488073273,0,248,0.2680995475113122,136.642194092827
01080.bmp,ball,10.0029,120.0,20.0,190.49581395348838,68.80205331686365,0,245,0.3925581395348837,139.1883886255924
01080.bmp,tyre,10.0029,120.0,20.0,209.46618037135278,50.69971457340002,0,255,0.21551724137931033,132.99076923076922
01080.bmp,square cage,10.0029,120.0,20.0,203.56676003734827,57.57691220047254,0,245,0.26143790849673204,133.90178571428572
01081.bmp,ball,10.0029,120.0,20.0,196.57710464201415,64.98948770373988,0,244,0.34421715184893786,139.3542857142857
01081.bmp,tyre,10.0029,120.0,20.0,208.17830508474577,54.296924442429734,0,255,0.24067796610169492,135.55492957746478
01081.bmp,square cage,10.0029,120.0,20.0,209.36054421768708,52.21391611761887,0,249,0.22247417485512724,136.05096262740656
01082.bmp,ball,10.0029,120.0,20.0,191.48760330578511,70.41393148481642,0,246,0.3853305785123967,143.28596961572833
01082.bmp,square cage,10.0029,120.0,20.0,198.19226469930695,63.542435448256654,0,248,0.3335568969371786,135.14946380697052
01083.bmp,ball,10.0029,120.0,20.0,185.9721865639709,76.53636261240112,0,240,0.4283269148480959,152.76923076923077
01083.bmp,tyre,10.0029,120.0,20.0,210.18920595533498,52.152711033118734,0,248,0.22921836228287842,130.6319350473613
01083.bmp,square cage,10.0029,120.0,20.0,210.24436475409837,51.85827272288753,0,249,0.2305327868852459,125.22666666666667
01084.bmp,ball,10.0029,120.0,20.0,199.73454157782515,61.82078755139727,0,248,0.32338308457711445,136.16153846153847
01084.bmp,tyre,10.0029,120.0,20.0,215.0188434048083,43.73213886619754,0,254,0.1751137102014295,124.67161410018552
01084.bmp,square cage,10.0029,120.0,20.0,212.75,48.76235767941319,0,247,0.18253968253968253,133.83514492753622
01085.bmp,ball,10.0029,120.0,20.0,181.9451282051282,77.39622706208037,0,241,0.4517948717948718,146.58910329171397
01085.bmp,tyre,10.0029,120.0,20.0,209.83248882265275,51.050764772142884,0,249,0.24262295081967214,129.66216216216216
01085.bmp,square cage,10.0029,120.0,20.0,214.32663161150634,45.228344860131266,0,246,0.17909062789978347,126.56476683937824
01086.bmp,ball,10.0029,120.0,20.0,205.43024193548388,56.06798843690419,0,253,0.2786290322580645,129.18813314037627
01086.bmp,tyre,10.0029,120.0,20.0,206.5778735632184,52.97480667831364,0,245,0.27844827586206894,124.56862745098039
01086.bmp,square cage,10.0029,120.0,20.0,211.72175066312997,49.24124318990569,0,248,0.20822281167108753,127.72993630573248
01087.bmp,ball,10.0029,120.0,20.0,185.33863275039747,74.72241020605433,0,239,0.38738738738738737,154.52941176470588
01087.bmp,tyre,10.0029,120.0,20.0,203.99007936507937,56.442902170564174,0,248,0.2857142857142857,126.33333333333333
01087.bmp,square cage,10.0029,120.0,20.0,204.55436720142603,58.98760922791225,0,248,0.25155971479500894,133.54915854738707
01088.bmp,ball,10.0029,120.0,20.0,197.09962168978564,64.41080779208215,0,247,0.31021437578814626,136.2357723577236
01088.bmp,tyre,10.0029,120.0,20.0,205.39611523352247,53.930055682372405,0,252,0.2560017459624618,133.6214833759591
01088.bmp,square cage,10.0029,120.0,20.0,205.34511784511784,57.59773623842614,0,248,0.25925925925925924,137.41372912801484
01089.bmp,ball,10.0029,120.0,20.0,204.38712241653417,55.6604047854209,0,251,0.2651033386327504,127.04047976011994
01089.bmp,tyre,10.0029,120.0,20.0,199.175,63.91345508461938,0,249,0.33455284552845527,135.82381530984205
01089.bmp,square cage,10.0029,120.0,20.0,212.27652645861602,49.24169951759296,0,249,0.2135685210312076,126.63913595933926
01090.bmp,ball,10.0029,120.0,20.0,203.05981391227292,58.56937509665063,0,250,0.32166592822330525,130.8099173553719
01090.bmp,tyre,10.0029,120.0,20.0,201.24472309299895,60.692607179113175,0,248,0.30867293625914316,137.54502369668248
01090.bmp,square cage,10.0029,120.0,20.0,205.77935323383085,59.93973193348724,0,248,0.2609452736318408,136.60152526215444
01091.bmp,ball,10.0029,120.0,20.0,187.9591836734694,71.77851336207688,0,239,0.4125758411472697,144.5120320855615
01091.bmp,tyre,10.0029,120.0,20.0,203.65302144249512,56.41535324283772,0,249,0.290448343079922,125.32013422818792
01091.bmp,square cage,10.0029,120.0,20.0,206.1391285591027,57.13343837396164,0,247,0.25345125107851596,133.19063829787234
01092.bmp,ball,10.0029,120.0,20.0,195.0109634551495,67.87640379465466,0,250,0.3501661129568106,142.38804554079695
01092.bmp,square cage,10.0029,120.0,20.0,206.40308561495002,54.050026073973264,0,248,0.26249456757931333,124.01655629139073
01093.bmp,ball,10.0029,120.0,20.0,200.28683181225554,62.73361620306861,0,249,0.30247718383311606,142.66810344827587
01093.bmp,tyre,10.0029,120.0,20.0,193.07577454273982,67.89618532178119,0,250,0.38428518103770065,134.48227294803303
01093.bmp,square cage,10.0029,120.0,20.0,206.48587328767124,56.3758999480855,0,246,0.2514982876712329,131.89872340425532
01094.bmp,ball,10.0029,120.0,20.0,192.72271914132378,68.7109735901902,0,248,0.36815742397137746,140.95432458697763
01094.bmp,tyre,10.0029,120.0,20.0,194.35911949685536,67.09117021812402,0,249,0.3587002096436059,133.3635300993571
01094.bmp,square cage,10.0029,120.0,20.0,204.31578947368422,57.153759982616144,0,247,0.28476040848389633,129.08
01095.bmp,ball,10.0029,120.0,20.0,194.6689882697947,67.50339976343089,0,243,0.34787390029325516,142.44783983140147
01095.bmp,tyre,10.0029,120.0,20.0,193.31858216971,69.80621718445339,0,255,0.3841031149301826,138.27628635346755
01095.bmp,square cage,10.0029,120.0,20.0,204.56044391597305,58.60618323655284,0,246,0.2899326198969481,127.5105946684894
01096.bmp,ball,10.0029,120.0,20.0,187.22282608695653,73.66059253964772,0,244,0.40569053708439895,141.06776989755713
01096.bmp,tyre,10.0029,120.0,20.0,191.18770833333335,70.31180536663051,0,249,0.3954166666666667,134.28977871443624
01096.bmp,square cage,10.0029,120.0,20.0,201.74738955823292,58.1114913327175,0,240,0.29819277108433734,128.97508417508416
01097.bmp,ball,10.0029,120.0,20.0,191.90106424911312,68.62450646894762,0,241,0.3716988569176192,139.76776246023329
01097.bmp,tyre,10.0029,120.0,20.0,198.0392919665435,63.02601492470393,0,253,0.3283407897296246,134.80450236966826
01097.bmp,square cage,10.0029,120.0,20.0,201.88052338052339,57.9498526748524,0,242,0.29922779922779924,133.40501792114696
01098.bmp,ball,10.0029,120.0,20.0,194.55429292929293,67.89588978912955,0,248,0.3648989898989899,138.61851211072664
01098.bmp,square cage,10.0029,120.0,20.0,198.48516289686657,64.52405875611154,0,248,0.3322266030296742,132.37726420986883
01099.bmp,ball,10.0029,120.0,20.0,179.2687953555878,80.74411030209114,0,235,0.4934687953555878,148.30529411764707
01099.bmp,tyre,10.0029,120.0,20.0,202.92677484787018,58.48676722394847,0,247,0.30405679513184586,131.3849232821881
01099.bmp,square cage,10.0029,120.0,20.0,187.99350024073183,73.82433186345692,0,239,0.4203177660086663,146.76689576174113
01100.bmp,ball,10.0029,120.0,20.0,184.28487460815046,76.4815524096943,0,238,0.4463166144200627,138.828797190518
01100.bmp,tyre,10.0029,120.0,20.0,199.17953149001536,61.426603040301856,0,246,0.3289170506912442,132.30764740221832
01100.bmp,square cage,10.0029,120.0,20.0,192.4650568841421,67.38156459684089,0,242,0.3849547248664964,139.96682750301568
01101.bmp,ball,10.0029,120.0,20.0,195.57666535277886,66.49906670414424,0,246,0.34528971225857313,140.72260273972603
01101.bmp,tyre,10.0029,120.0,20.0,204.73490603758498,55.10896930339103,0,246,0.2854858056777289,127.01890756302521
01101.bmp,square cage,10.0029,120.0,20.0,193.50282485875707,67.21970560027628,0,242,0.37673343605546994,135.76823449216087
01102.bmp,ball,10.0029,120.0,20.0,195.2417182380779,65.5428717522217,0,248,0.35384055333090647,139.16152263374485
01102.bmp,tyre,10.0029,120.0,20.0,203.37373737373738,57.35202592933053,0,247,0.2820037105751391,128.3684210526316
01102.bmp,square cage,10.0029,120.0,20.0,203.16367623604467,56.437016986423004,0,247,0.3016347687400319,126.31460674157303
01103.bmp,ball,10.0029,120.0,20.0,202.26797829036636,59.145556421022114,0,247,0.2835820895522388,137.67105263157896
01103.bmp,tyre,10.0029,120.0,20.0,208.01986624704958,54.456077685002086,0,249,0.24783634933123525,134.61666666666667
01103.bmp,square cage,10.0029,120.0,20.0,208.2705936493327,54.08773569630999,0,247,0.23561895996318455,132.7197265625
01104.bmp,ball,10.0029,120.0,20.0,202.337890625,57.182632048993135,0,245,0.2703125,133.02745664739885
01104.bmp,tyre,10.0029,120.0,20.0,207.82419446014697,53.020812090014495,0,250,0.22536272847182967,134.74414715719064
01104.bmp,square cage,10.0029,120.0,20.0,204.88843373493975,56.59827436770696,0,249,0.2669879518072289,131.90884476534296
01105.bmp,ball,10.0029,120.0,20.0,202.34310850439883,59.40774055001606,0,248,0.28555718475073316,136.10269576379974
01105.bmp,square cage,10.0029,120.0,20.0,203.93932291666667,58.73526602086312,0,250,0.28151041666666665,128.98704902867715
01106.bmp,ball,10.0029,120.0,20.0,203.33333333333334,59.77516993008836,0,249,0.27692307692307694,142.3935185185185
01106.bmp,tyre,10.0029,120.0,20.0,202.78638497652582,56.74371097151586,0,244,0.29845741113346747,127.32808988764044
01106.bmp,square cage,10.0029,120.0,20.0,211.88409624413146,49.84112439886212,0,251,0.20246478873239437,129.468115942029
01107.bmp,ball,10.0029,120.0,20.0,211.5886977886978,46.85162286553917,0,248,0.1828009828009828,128.24193548387098
01107.bmp,tyre,10.0029,120.0,20.0,221.94294003868472,32.11105056122177,0,253,0.11073500967117988,120.55021834061135
01107.bmp,square cage,10.0029,120.0,20.0,219.55902539464654,38.42081030187436,0,252,0.12319835277968429,129.27855153203342
01108.bmp,ball,10.0029,120.0,20.0,198.95920701486847,62.66899116273663,0,245,0.3213877239801754,136.85290628707
01108.bmp,square cage,10.0029,120.0,20.0,212.29754901960786,47.09092366934323,0,255,0.20269607843137255,129.09673518742443
01109.bmp,ball,10.0029,120.0,20.0,201.72167080231597,60.13148566619905,0,246,0.304383788254756,134.83016304347825
01109.bmp,square cage,10.0029,120.0,20.0,207.02803203661327,55.994362115557564,0,252,0.2414187643020595,138.1263823064771
01110.bmp,ball,10.0029,120.0,20.0,202.3318181818182,59.14483163231955,0,250,0.27424242424242423,139.54696132596686
01110.bmp,square cage,10.0029,120.0,20.0,207.4108170310702,55.33988707793276,0,247,0.23541015946079238,136.76326815642457
01111.bmp,ball,10.0029,120.0,20.0,201.15226824457594,59.48018490418249,0,246,0.3037475345167653,131.97662337662337
01111.bmp,square cage,10.0029,120.0,20.0,205.61688311688312,57.1367878762289,0,255,0.24653679653679653,137.21334503950834
01112.bmp,ball,10.0029,120.0,20.0,203.4919028340081,59.35731143057157,0,249,0.3089068825910931,127.43381389252949
01112.bmp,square cage,10.0029,120.0,20.0,204.81613112625772,59.16421109765483,0,254,0.27312560856864654,138.22816399286987
01113.bmp,ball,10.0029,120.0,20.0,204.7707336523126,54.418988455918786,0,245,0.2527910685805423,131.36435331230285
01113.bmp,square cage,10.0029,120.0,20.0,212.0443722943723,49.284372064588496,0,255,0.19826839826839826,130.09061135371178
01114.bmp,ball,10.0029,120.0,20.0,204.85036119711043,55.06441768809304,0,243,0.25593395252837975,134.51814516129033
01114.bmp,square cage,10.0029,120.0,20.0,211.18794871794873,48.5743871349483,0,248,0.20205128205128206,127.55964467005076
01115.bmp,ball,10.0029,120.0,20.0,204.92835820895522,56.358356763204675,0,249,0.24051172707889126,134.29432624113474
01115.bmp,square cage,10.0029,120.0,20.0,202.11846405228758,60.80674830535612,0,254,0.306781045751634,133.86284953395472
01116.bmp,ball,10.0029,120.0,20.0,203.84040671971707,59.900644922073916,0,253,0.26480990274093724,139.48914858096828
01116.bmp,tyre,10.0029,120.0,20.0,197.36524822695034,66.59377934873969,0,244,0.35973207249802996,138.236582694414
01116.bmp,square cage,10.0029,120.0,20.0,205.40983606557376,58.75503291057586,0,246,0.29098360655737704,136.06197183098593
01117.bmp,ball,10.0029,120.0,20.0,220.6815343443354,31.38680307802078,0,253,0.09946476360392506,123.14798206278027
01117.bmp,tyre,10.0029,120.0,20.0,220.60703430308294,31.69828566275427,0,255,0.10898827616152844,114.30278884462152
01117.bmp,square cage,10.0029,120.0,20.0,220.2751744765703,31.40179136622796,0,255,0.1100033233632436,113.56797583081571
01118.bmp,ball,10.0029,120.0,20.0,203.87878787878788,56.24432726240263,0,252,0.28012684989429176,130.2440251572327
01118.bmp,tyre,10.0029,120.0,20.0,217.1962962962963,35.49680195800097,0,252,0.14074074074074075,123.61578947368422
01118.bmp,square cage,10.0029,120.0,20.0,220.19033130493577,34.12707353254372,0,252,0.12001352265043949,116.41408450704225
01119.bmp,ball,10.0029,120.0,20.0,198.5099457504521,63.600255637189086,0,253,0.3059071729957806,137.01379310344828
01119.bmp,square cage,10.0029,120.0,20.0,198.759169550173,63.6843138275357,0,248,0.33685121107266436,133.96969696969697
01120.bmp,ball,10.0029,120.0,20.0,197.54193319118693,62.608485951244035,0,243,0.31592039800995025,139.7840269966254
01120.bmp,tyre,10.0029,120.0,20.0,193.0977011494253,69.0134350237852,0,255,0.367816091954023,139.30238970588235
01120.bmp,square cage,10.0029,120.0,20.0,206.78844169246645,54.044583042047876,0,249,0.2590299277605779,130.152390438247
01121.bmp,ball,10.0029,120.0,20.0,196.56598240469208,64.9695454348078,0,244,0.37060117302052786,135.05736894164193
01121.bmp,tyre,10.0029,120.0,20.0,205.45258620689654,56.87259088784998,0,253,0.25492610837438423,136.2330917874396
01121.bmp,square cage,10.0029,120.0,20.0,202.35685780298257,60.75146703945913,0,249,0.29111531190926276,136.63275613275613
01122.bmp,ball,14.9941,120.0,12.0,195.40164576802508,56.02295807209083,0,239,0.2797805642633229,144.57142857142858
01122.bmp,tyre,14.9941,120.0,12.0,197.7201166180758,53.7541802888731,0,244,0.232798833819242,149.8130870381966
01123.bmp,ball,14.9941,120.0,12.0,192.805506993007,59.054986713121984,0,231,0.28715034965034963,148.51445966514459
01123.bmp,tyre,14.9941,120.0,12.0,196.85106732348112,54.88626233207438,0,242,0.2480295566502463,146.26315789473685
01124.bmp,ball,14.9941,120.0,12.0,196.22590909090908,56.81346960641471,0,233,0.26181818181818184,147.68576388888889
01124.bmp,tyre,14.9941,120.0,12.0,208.92037671232876,44.76702529728413,0,250,0.16705907534246575,137.04356181934656
01125.bmp,ball,14.9941,120.0,12.0,196.16772727272726,54.075087141678885,0,234,0.25,148.70909090909092
01125.bmp,tyre,14.9941,120.0,12.0,203.6408834586466,47.44956841561916,0,244,0.18580827067669173,142.03388973191704
01126.bmp,ball,14.9941,120.0,12.0,198.2346837944664,50.95329143152912,0,234,0.2149209486166008,145.10574712643677
01126.bmp,tyre,14.9941,120.0,12.0,199.06338421444528,52.70842208144982,0,242,0.2328741623231571,142.20063948840928
01127.bmp,ball,14.9941,120.0,12.0,187.7703804347826,65.45929072520244,0,235,0.3446557971014493,153.46386333771355
01127.bmp,tyre,14.9941,120.0,12.0,196.6380608250527,56.39737663999493,0,245,0.2495483288166215,150.85339366515836
01128.bmp,tyre,14.9996,120.0,12.0,201.2335562987737,50.78202231462206,0,244,0.21794871794871795,137.6010230179028
01128.bmp,ball,14.9996,120.0,12.0,191.2221706864564,60.13921149237396,0,234,0.3269944341372913,137.1531914893617
01129.bmp,ball,14.9996,120.0,12.0,195.24550653594773,57.35261535430372,0,236,0.2687908496732026,149.41185410334347
01129.bmp,tyre,14.9996,120.0,12.0,204.4273231031543,48.93806047701478,0,243,0.20375106564364875,136.47907949790795
01130.bmp,ball,14.9941,120.0,12.0,191.48782608695652,61.43887969968498,0,237,0.3134782608695652,151.5395284327323
01130.bmp,tyre,14.9941,120.0,12.0,199.8731922398589,51.22502458542952,0,244,0.21340388007054673,147.73553719008265
01131.bmp,ball,15.0006,120.0,12.0,195.3683932346723,54.835677215905456,0,229,0.2642706131078224,137.382
01131.bmp,tyre,15.0006,120.0,12.0,202.08162393162394,49.472486568570375,0,243,0.2164102564102564,140.03041074249606
01132.bmp,tyre,15.0006,120.0,12.0,202.63071580165928,50.03545181533515,0,249,0.21010997491800115,142.74426078971533
01132.bmp,ball,15.0006,120.0,12.0,192.52408163265306,58.372075652604096,0,229,0.29020408163265304,146.95358649789029
01133.bmp,ball,15.0016,120.0,12.0,194.92694805194805,55.603660545060244,0,231,0.3003246753246753,141.19675675675677
01133.bmp,tyre,15.0016,120.0,12.0,200.05096763430097,53.08804160756306,0,242,0.23223223223223224,142.72844827586206
01134.bmp,ball,15.0016,120.0,12.0,194.13795918367347,57.34045610246879,0,234,0.3020408163265306,143.83783783783784
01134.bmp,tyre,15.0016,120.0,12.0,204.6565403195838,46.27195836922258,0,244,0.1867335562987737,140.93432835820894
01135.bmp,ball,15.0006,120.0,12.0,197.31141114982577,52.58045246366674,0,232,0.2547909407665505,140.31965811965813
01135.bmp,tyre,15.0006,120.0,12.0,206.4879934879935,45.00156871415707,0,244,0.17887667887667888,135.6405005688282
01136.bmp,ball,15.0006,120.0,12.0,192.08555555555554,60.03577093165394,0,235,0.30333333333333334,141.71611721611723
01136.bmp,tyre,15.0006,120.0,12.0,201.7610530177949,51.134581426271666,0,247,0.2207851770317373,139.39302035729122
01137.bmp,ball,15.0016,120.0,12.0,195.0487922705314,54.923099827637685,0,232,0.28647342995169084,134.48903878583474
01137.bmp,tyre,15.0016,120.0,12.0,201.0590734103279,49.84423462134521,0,246,0.21863799283154123,139.31056466302368
01138.bmp,tyre,15.0006,120.0,12.0,198.42715979672502,54.82666947260759,0,246,0.23875399962356483,148.88648009459993
01138.bmp,ball,15.0006,120.0,12.0,201.67179487179487,45.24031529010011,0,234,0.18256410256410258,137.48876404494382
01139.bmp,ball,10.4943,120.0,12.0,194.52840112201963,56.663157598217126,0,243,0.2861150070126227,142.2328431372549
01139.bmp,tyre,10.4943,120.0,12.0,193.62168266516093,59.70872359764745,0,243,0.29154903067946547,144.99548095545512
01140.bmp,ball,10.495,120.0,12.0,194.12007575757576,57.17427152344562,0,237,0.2928030303030303,145.66752910737387
01140.bmp,tyre,10.495,120.0,12.0,200.93642647674906,51.16919167090497,0,244,0.2267490573942187,140.82632794457274
01141.bmp,ball,14.9941,120.0,12.0,191.50733024691357,60.23694809170932,0,232,0.2993827160493827,147.92268041237114
01141.bmp,tyre,14.9941,120.0,12.0,201.99042305129913,50.3847586969341,0,244,0.1988674217188541,143.6746231155779
01142.bmp,ball,10.4936,120.0,12.0,192.8639455782313,59.3396286069261,0,231,0.31079931972789115,141.9986320109439
01142.bmp,tyre,10.4936,120.0,12.0,203.21758983521937,48.37438479337492,0,247,0.20815961882072662,134.77777777777777
01143.bmp,ball,10.4943,120.0,12.0,196.9936755952381,54.36803079477777,0,233,0.2552083333333333,142.35860058309038
01143.bmp,tyre,10.4943,120.0,12.0,197.2571875,53.953390382407946,0,241,0.24635416666666668,145.2845665961945
01144.bmp,ball,10.4943,120.0,12.0,198.98940345368916,52.89027293289115,0,235,0.2425431711145997,143.55825242718447
01144.bmp,tyre,10.4943,120.0,12.0,199.18030118030117,53.417386934724895,0,240,0.2546805046805047,139.06432281262485
01145.bmp,ball,10.4943,120.0,12.0,196.21928620452985,57.086945200501724,0,236,0.2560054907343857,142.2520107238606
01145.bmp,tyre,10.4943,120.0,12.0,200.67372881355934,53.35093376226455,0,244,0.22964034725093013,142.51890189018903
01146.bmp,ball,10.4943,120.0,12.0,195.1844827586207,55.795341239594606,0,236,0.2872413793103448,140.0096038415366
01146.bmp,tyre,10.4943,120.0,12.0,200.63774131274133,51.651940130286064,0,242,0.2365830115830116,142.46185230518157
01147.bmp,tyre,14.9941,120.0,12.0,204.60095238095238,47.06052468067005,0,248,0.19198412698412698,134.63083918974783
01148.bmp,tyre,10.4943,120.0,12.0,202.49102564102563,49.50225243747963,0,245,0.21055226824457593,139.7873536299766
01148.bmp,ball,10.4943,120.0,12.0,193.2462938005391,58.337100582077134,0,236,0.28200808625336926,145.6678614097969
01149.bmp,tyre,10.4943,120.0,12.0,203.65105386416863,48.45188627541344,0,245,0.20321481796891633,138.93818753273965
01149.bmp,ball,10.4943,120.0,12.0,194.6135531135531,56.78823621452835,0,235,0.28525641025641024,138.34189406099517
01150.bmp,ball,10.4943,120.0,12.0,194.70896464646464,58.03372643974879,0,233,0.29292929292929293,143.91379310344828
01150.bmp,tyre,10.4943,120.0,12.0,204.48518518518517,46.76632641863269,0,246,0.19156378600823046,139.79806659505908
01151.bmp,tyre,10.4943,120.0,12.0,197.71903237951807,54.044268647210906,0,241,0.2546121987951807,137.60628465804066
01152.bmp,tyre,10.4943,120.0,12.0,193.28872486093283,60.690203363443615,0,236,0.30509199828840394,147.1279803646564
